dim_1,dim_2,speed,vehicle_type,direction,location,domain
-42.01526894695264,-16.872563917608637,50.0,0,0,1,real
-42.74328480299858,-19.636869421965358,50.0,0,0,1,real
-46.66697197822615,-15.354869747931744,50.0,0,1,1,real
-47.86851681475348,-15.597720650994829,70.0,1,1,2,real
-47.811059809583256,-15.409435318189363,50.0,0,0,1,real
-40.33470597705572,-19.01211585866858,30.0,0,1,0,real
-42.68663629178437,-19.624769802136743,30.0,0,0,0,real
-40.16284802269306,-18.14994865723597,30.0,0,1,0,real
-46.384596876108205,-15.311046232736496,70.0,0,0,2,real
-47.862125159631944,-15.99292155205089,70.0,1,0,2,real
-42.99628199798313,-19.45108283837347,70.0,0,1,2,real
-42.90472576786985,-19.45143267952132,50.0,0,0,1,real
-40.359937011779635,-18.95381514234956,30.0,0,1,0,real
-41.914921281381126,-14.888624674945403,50.0,0,0,1,real
-46.9861253795768,-15.073081957559141,50.0,0,0,1,real
-39.96823087126905,-17.39322309850451,50.0,0,1,1,real
-47.67545308146125,-15.367073141352616,70.0,0,1,2,real
-42.91058660030349,-19.557330442616077,50.0,1,0,1,real
-46.069114237309904,-14.888738188074626,50.0,0,1,1,real
-47.80402195263186,-15.438067089601056,70.0,0,0,2,real
-42.84339161461292,-19.529848364740435,30.0,0,1,0,real
-41.90880437768338,-15.098123729233047,70.0,0,0,2,real
-41.95097776012129,-16.7448140451676,30.0,0,0,0,real
-42.12290138833133,-15.040132774493882,50.0,0,1,1,real
-43.656494050731915,-14.877013683787432,50.0,0,1,1,real
-47.70203304687891,-15.283278055433604,50.0,0,1,1,real
-42.73385270321742,-19.601581591553202,70.0,0,0,2,real
-42.898216746925804,-19.46769317898859,50.0,0,1,1,real
-47.85545351749009,-15.321609736708968,70.0,1,0,2,real
-42.78140617495651,-19.58142513010988,30.0,0,0,0,real
-43.666969660868205,-15.605789130197401,50.0,1,0,1,real
-41.83549563838364,-14.758770771239039,50.0,0,1,1,real
-42.71269437016471,-19.508457278696497,50.0,0,0,1,real
-43.75222903653483,-15.207546471614272,70.0,1,0,2,real
-37.46959028082431,-23.879391166645227,70.0,0,1,2,real
-42.22230468888606,-19.480175389255326,70.0,0,1,2,real
-43.8204686598617,-15.077235141174631,50.0,0,0,1,real
-42.78487609192708,-19.610006613353402,50.0,0,0,1,real
-47.85577731273233,-15.436623576189518,70.0,0,1,2,real
-43.79685688842639,-15.110659958190189,50.0,1,1,1,real
-41.885828269348835,-16.248275831684513,50.0,0,0,1,real
-45.93757141186812,-14.960625788976767,50.0,0,1,1,real
-47.50942039663437,-14.862954519599722,50.0,0,1,1,real
-42.935826412428085,-19.421871232285724,50.0,0,1,1,real
-47.884488852384706,-15.634770394268147,70.0,0,0,2,real
-47.86186282055917,-15.677944011970965,50.0,0,0,1,real
-42.69970760593792,-19.63114123846292,50.0,0,0,1,real
-47.829042925021724,-15.366268619692999,50.0,0,1,1,real
-39.88766260937977,-17.774752853413638,50.0,0,1,1,real
-47.859313134141104,-15.531985254496714,30.0,0,1,0,real
-39.617108215361945,-17.65967343159287,50.0,1,1,1,real
-47.89276961563403,-15.681694871021143,50.0,0,1,1,real
-42.059277059745966,-16.552587399769692,70.0,0,0,2,real
-42.76757937237485,-19.57930496216523,70.0,1,0,2,real
-47.87887072172365,-15.813108801989234,50.0,1,1,1,real
-47.75121274932739,-14.079868587175156,50.0,1,1,1,real
-41.83697748243985,-16.120002428548993,50.0,0,1,1,real
-43.780282483606385,-14.782113770851934,50.0,0,1,1,real
-46.12880448868255,-15.039745434381928,70.0,0,1,2,real
-39.88763240191097,-20.893730434849946,70.0,0,1,2,real
-47.84431408983236,-15.605976529946016,70.0,1,0,2,real
-47.53997523248875,-14.974703385663311,70.0,0,0,2,real
-40.347104828584925,-19.032862875282554,30.0,0,1,0,real
-43.70853934419533,-15.52054712997624,50.0,0,1,1,real
-47.80356525781243,-15.09118020519592,70.0,0,1,2,real
-44.205816633180554,-14.652577552964647,70.0,0,1,2,real
-45.82760807166989,-15.039628986510063,30.0,0,1,0,real
-45.964671541257154,-14.94731957563205,50.0,0,0,1,real
-47.85824925927529,-16.017689485534248,50.0,0,1,1,real
-41.98789813114727,-20.122141333004606,70.0,0,0,2,real
-42.78633657965583,-19.61826575883874,50.0,0,0,1,real
-42.82186249045582,-19.580738053470306,50.0,1,0,1,real
-47.792691979884985,-15.308501080178882,30.0,0,0,0,real
-45.91681433506759,-14.876219904514967,70.0,1,1,2,real
-43.7236821609538,-14.845254680516641,50.0,0,0,1,real
-47.81044128320132,-14.858650999367107,50.0,0,1,1,real
-43.68956252451882,-17.359133452065635,70.0,0,0,2,real
-44.1262863743584,-15.18511372703067,50.0,0,0,1,real
-42.933129777740355,-19.522103769890894,70.0,1,1,2,real
-47.81551874627141,-14.17937616370744,50.0,0,1,1,real
-43.77694243326978,-15.089717311009514,70.0,0,1,2,real
-43.77521812186938,-15.278240737714013,50.0,0,0,1,real
-47.76495483025288,-15.48209523946778,50.0,0,1,1,real
-47.774318826579155,-15.155317544145278,50.0,1,1,1,real
-42.94681229793528,-19.48383077451673,70.0,0,1,2,real
-40.37288606299989,-19.08635849424958,50.0,0,0,1,real
-42.865651304354444,-19.59890014427213,50.0,0,0,1,real
-47.84952283577885,-15.469084782414244,70.0,1,1,2,real
-42.325742196786265,-19.468003210645872,30.0,0,1,0,real
-42.72739142881993,-19.609900436576034,30.0,0,0,0,real
-47.678450572169005,-14.875826673002896,70.0,0,0,2,real
-46.435292476325984,-15.234089363649701,50.0,1,1,1,real
-47.60001786118674,-14.7808577246328,50.0,0,0,1,real
-47.86909865196451,-15.579780474125732,50.0,0,1,1,real
-45.81608781714782,-14.842609315480203,50.0,0,0,1,real
-44.03613294698815,-15.643827194913047,50.0,0,0,1,real
-45.751730529529155,-14.801234669157227,50.0,0,0,1,real
-38.95660597923039,-24.44879802015396,50.0,0,0,1,real
-47.869735561458796,-15.551254584882631,50.0,0,1,1,real
-42.85041790758831,-19.597100225163565,70.0,0,1,2,real
-47.850653669916916,-15.496494070232831,50.0,0,0,1,real
-47.792350294739364,-15.422432192109364,70.0,0,0,2,real
-47.52614162370994,-15.052073259368335,50.0,0,0,1,real
-41.878111337808676,-16.580020689764357,70.0,0,1,2,real
-42.787031407581345,-19.499497331104568,50.0,0,1,1,real
-40.341866745197315,-18.92602478123572,50.0,0,0,1,real
-47.82169316372158,-15.4660527276923,50.0,0,0,1,real
-42.91938837017789,-19.477189029012507,50.0,1,1,1,real
-45.90915839699669,-14.796104769826666,70.0,0,0,2,real
-42.90021266962642,-19.44276773666778,70.0,1,0,2,real
-47.81413419480467,-14.509501837582304,70.0,0,1,2,real
-46.47252539133638,-15.453444959083267,50.0,0,1,1,real
-46.94076408371725,-15.54552037553987,50.0,0,0,1,real
-39.72591745368906,-17.74218337149926,50.0,0,1,1,real
-43.817188479213634,-15.102747106019791,50.0,1,1,1,real
-39.786937059748695,-17.788315304316697,30.0,0,1,0,real
-42.77182130466587,-19.643271885163887,50.0,0,0,1,real
-42.9215869513156,-19.467775690109004,50.0,0,1,1,real
-39.564031269885994,-17.681910530481833,50.0,0,0,1,real
-47.83273589017126,-15.44241503500952,50.0,0,1,1,real
-47.083871759797276,-15.36219485728137,50.0,0,1,1,real
-41.98719629037175,-16.45282913580641,50.0,0,0,1,real
-47.86644477166284,-14.508552630054997,50.0,0,0,1,real
-45.97152082018207,-14.835730965018048,50.0,0,1,1,real
-47.822036645850346,-15.424649739970492,50.0,0,0,1,real
-47.84472969304316,-13.963410676367065,70.0,1,1,2,real
-40.39783995027987,-19.197576674864045,50.0,0,1,1,real
-47.823061609823164,-16.22143518107813,50.0,0,0,1,real
-42.67486217079738,-19.548766953164094,50.0,1,1,1,real
-45.82457980391959,-14.908424002239803,50.0,0,1,1,real
-47.8512047655139,-15.574837777919873,50.0,1,0,1,real
-40.096128662408006,-18.594363398893414,30.0,0,0,0,real
-39.64744263664577,-17.686497517612,50.0,0,1,1,real
-42.45981456351221,-19.649370020579674,50.0,0,0,1,real
-40.3318060656761,-19.165833091286903,30.0,0,0,0,real
-46.7412153339024,-14.3187944150079,50.0,0,1,1,real
-42.87299413461673,-19.59615037636839,50.0,0,0,1,real
-36.64737304886662,-24.85337761087342,50.0,0,1,1,real
-47.85434375801347,-15.944557037745147,70.0,0,0,2,real
-47.850333774074684,-15.5028139248588,50.0,0,0,1,real
-42.966813617312944,-19.502675244958002,50.0,0,0,1,real
-47.87888348761497,-15.655212808152665,50.0,0,1,1,real
-47.80787501464044,-15.025548451862825,50.0,0,1,1,real
-45.90904110189187,-14.84196542286449,30.0,0,0,0,real
-40.243257170796426,-18.859637731258292,30.0,0,1,0,real
-45.72745803342318,-14.741938332092746,70.0,0,0,2,real
-36.65766492800058,-24.793501786287006,50.0,0,1,1,real
-46.16957743579492,-15.140706900516117,70.0,1,1,2,real
-43.737959247376864,-22.243112002333092,70.0,0,1,2,real
-45.550978023012625,-14.800211232384553,30.0,0,0,0,real
-39.91657724609923,-20.606985570931013,70.0,0,0,2,real
-42.79557564214563,-22.056420315785957,50.0,0,1,1,real
-47.817769245031144,-15.90082453028915,70.0,0,1,2,real
-42.79795511963489,-19.597343188608434,70.0,1,0,2,real
-39.74707331956461,-17.701741510466807,50.0,0,0,1,real
-47.824926499861036,-15.382769202712229,70.0,0,0,2,real
-40.38822944612677,-19.029284221102355,30.0,0,1,0,real
-47.844096462696356,-15.29308967345602,50.0,0,1,1,real
-44.75043067465109,-15.046364867451272,50.0,0,0,1,real
-46.530713679833234,-15.266306025386818,70.0,1,1,2,real
-46.98643305575316,-14.840095967817934,50.0,0,1,1,real
-47.69289650821311,-13.98191903637095,50.0,0,1,1,real
-42.935373158807295,-19.486841112761763,50.0,0,0,1,real
-46.12361975390875,-15.055035732732737,50.0,0,1,1,real
-40.2413322202244,-18.928870617322257,30.0,0,1,0,real
-42.801243659231815,-19.584517751764622,50.0,0,1,1,real
-45.936009663349296,-15.008188183199016,70.0,0,0,2,real
-40.433137760635674,-17.106233907977927,50.0,0,0,1,real
-47.84594504326108,-16.086717555399545,70.0,0,1,2,real
-46.117112888997255,-15.13228413633233,50.0,0,0,1,real
-42.82995007362734,-19.592416936975017,70.0,1,0,2,real
-47.779768375610956,-14.67369342022197,70.0,0,1,2,real
-43.86197070943358,-14.844683487095363,70.0,0,0,2,real
-45.973337098531935,-14.94683592363184,70.0,0,1,2,real
-42.86010235239085,-19.42540990778504,50.0,0,1,1,real
-47.85011880091139,-15.365536799005142,70.0,0,0,2,real
-41.88804746774329,-19.377629284300276,70.0,0,1,2,real
-47.837153210131916,-13.846612697081543,70.0,0,0,2,real
-47.85843687515604,-15.592325242167798,70.0,0,0,2,real
-46.19141592451053,-15.037361887349592,50.0,0,1,1,real
-42.93030670048126,-19.51693037861566,50.0,0,0,1,real
-46.72722129852971,-15.54392110028213,70.0,0,1,2,real
-42.91494557135525,-19.54213269773552,50.0,0,0,1,real
-47.84418541945619,-15.460030322494223,50.0,0,1,1,real
-42.730928121322556,-19.669011227014018,50.0,0,0,1,real
-42.87437923204145,-19.58621165635636,50.0,0,0,1,real
-36.62731445874883,-24.73957582141343,70.0,0,0,2,real
-47.872460255419604,-15.77067740573932,70.0,0,0,2,real
-42.48550390642442,-17.637235562043866,50.0,0,0,1,real
-47.82853590401073,-14.840252415876515,50.0,0,1,1,real
-42.768859261499095,-19.59709950530556,30.0,0,1,0,real
-47.81367296010683,-15.215108515798395,70.0,0,1,2,real
-42.86449649022975,-19.558450836342228,70.0,0,0,2,real
-43.61334055486386,-14.988862984113192,70.0,0,0,2,real
-42.9580828749207,-19.46743634760526,70.0,1,0,2,real
-47.83973745501318,-13.902643109463884,70.0,0,0,2,real
-47.819515476753736,-15.469263568663742,50.0,0,1,1,real
-42.91773336805447,-19.523616099715618,70.0,0,1,2,real
-47.85037243306768,-16.040746103755684,50.0,0,0,1,real
-47.38070946219936,-14.894358295781796,50.0,0,1,1,real
-47.84759416740109,-15.499806172086148,50.0,0,0,1,real
-47.81457619175092,-14.871730504379965,50.0,0,0,1,real
-47.82259023324745,-13.803419158905806,70.0,0,1,2,real
-40.36765705096727,-18.506381997134135,50.0,0,0,1,real
-41.950252819854796,-15.041734044859288,30.0,0,0,0,real
-41.951497074895265,-15.351470468552805,70.0,0,0,2,real
-39.02428728717336,-23.950105788996158,70.0,0,1,2,real
-43.77759566043098,-15.575688237090175,30.0,0,0,0,real
-40.364811053333334,-19.149907546840932,30.0,0,0,0,real
-42.01082097720781,-16.378998469646817,50.0,0,0,1,real
-43.74957353262836,-14.701077626962586,50.0,0,1,1,real
-47.85885838697039,-15.422082350075655,50.0,0,1,1,real
-43.85846610470811,-14.742345457714086,30.0,0,0,0,real
-42.00725647944274,-23.454382693056495,70.0,0,1,2,real
-42.33784159439142,-17.139923696009816,50.0,0,1,1,real
-43.659733236743854,-14.82172085806637,70.0,0,0,2,real
-40.384961901599034,-19.273698697933426,70.0,0,0,2,real
-43.81841289680011,-14.711359863545061,50.0,0,1,1,real
-41.90467198841258,-14.924670036137934,50.0,0,1,1,real
-40.66559419693764,-18.733711546176828,30.0,1,1,0,real
-47.29974482286436,-14.901371136740766,70.0,0,0,2,real
-26.207827887130076,-27.314654000480488,70.0,0,1,2,real
-46.32262852558635,-15.310625192495948,50.0,0,1,1,real
-45.36567560753046,-20.82793573305761,50.0,0,1,1,real
-41.91029852531493,-15.264971004844874,50.0,0,1,1,real
-44.12884033341211,-15.325219653076804,30.0,0,0,0,real
-41.68207853916494,-23.359154051065214,70.0,0,0,2,real
-41.88414448869963,-16.58791494444769,50.0,1,0,1,real
-47.843820301387304,-15.477731948410918,70.0,0,0,2,real
-45.785454706314,-14.762981980896438,50.0,0,0,1,real
-47.76573188882162,-15.228127011343343,50.0,0,0,1,real
-47.84871599061928,-15.435307770632651,50.0,0,1,1,real
-42.83321967571173,-19.60793754521953,50.0,0,1,1,real
-40.23677253339384,-18.804504063254583,50.0,0,0,1,real
-43.45023686140219,-14.713453506946168,50.0,0,1,1,real
-47.84007773301113,-15.43193691807466,50.0,0,1,1,real
-42.89207996500137,-19.58192840870764,50.0,0,0,1,real
-42.03454562573657,-19.290635917051304,50.0,0,0,1,real
-43.47740490215923,-15.145489949399007,70.0,0,0,2,real
-43.70933400165428,-14.886653460137213,70.0,0,0,2,real
-43.751697368690415,-15.484102657718378,50.0,0,0,1,real
-46.502776925110574,-15.310448599966533,70.0,0,1,2,real
-47.88602313521897,-15.636759804059546,50.0,0,0,1,real
-47.697269144670855,-14.493637258411628,50.0,1,0,1,real
-47.86642931048656,-15.556331240751554,50.0,0,1,1,real
-41.83890462514641,-16.297498410296395,30.0,0,0,0,real
-41.89741529341421,-14.868851853706772,50.0,0,1,1,real
-42.89425159138305,-19.572443696714913,50.0,0,0,1,real
-47.84143928944795,-15.439170045894247,70.0,0,0,2,real
-46.67749199925905,-15.503552509373325,30.0,0,1,0,real
-47.84870108601677,-15.506623108443854,50.0,0,1,1,real
-42.91052515746875,-19.40890854313081,50.0,0,1,1,real
-46.16833862010926,-15.175523165984444,70.0,0,1,2,real
-47.85071510733325,-15.479158266003495,50.0,0,0,1,real
-42.90573701955268,-19.558398244776473,70.0,1,1,2,real
-42.90559746230592,-19.558395529963256,50.0,0,1,1,real
-46.02298440741235,-14.970351298132066,50.0,0,1,1,real
-47.883558083728545,-14.660292301540693,50.0,1,1,1,real
-47.74801434508011,-14.525021358375254,50.0,0,1,1,real
-47.804793842305045,-15.142260184942407,50.0,1,0,1,real
-43.868107127305805,-14.735424153208248,70.0,0,1,2,real
-46.62720657104592,-15.270965782646337,50.0,0,1,1,real
-42.91473413507785,-19.410466639176157,50.0,0,0,1,real
-42.720983319856906,-19.630681161596403,50.0,0,1,1,real
-42.76203833288277,-19.40252249235887,50.0,0,0,1,real
-47.830237785137165,-13.87592578465583,50.0,0,0,1,real
-47.192982123429196,-14.951230864040614,70.0,0,1,2,real
-45.41640156403464,-14.48056828653679,50.0,0,1,1,real
-40.138930858157565,-17.906709306956316,50.0,0,0,1,real
-42.786518699045956,-19.648314816326263,70.0,0,0,2,real
-42.93950918253891,-19.451920409045073,50.0,0,0,1,real
-41.8786251860313,-16.57310726465854,70.0,0,0,2,real
-47.82781573350472,-15.339120420204903,50.0,0,1,1,real
-47.73894116397877,-14.940608077664379,30.0,0,1,0,real
-40.3161903211861,-18.01434935118336,30.0,0,1,0,real
-40.42112689069979,-19.058989280093087,50.0,0,0,1,real
-47.783990684223035,-14.982479619967581,50.0,0,1,1,real
-37.3629714203638,-24.166845264227515,70.0,0,1,2,real
-42.03018032400532,-16.92873565232233,70.0,0,1,2,real
-39.94154723499097,-17.90527363749281,30.0,0,1,0,real
-47.85269660797327,-15.569192457940705,50.0,1,1,1,real
-45.19543988595147,-20.495219657653465,50.0,0,0,1,real
-42.91648809003277,-19.46972988935392,70.0,0,0,2,real
-37.42930163783604,-24.141520435137856,50.0,0,1,1,real
-47.777200303238494,-15.188243381112954,50.0,0,1,1,real
-40.370573255208676,-19.124694051765886,50.0,0,0,1,real
-40.33174864052621,-19.022234641691828,50.0,0,0,1,real
-40.367835855501774,-19.114902247822442,50.0,0,0,1,real
-47.89691488988304,-14.479716868041038,50.0,1,0,1,real
-42.85697058963809,-19.56669556418316,70.0,0,0,2,real
-42.49473491494959,-18.0135021315677,70.0,0,0,2,real
-42.40245154509653,-19.527014175341254,70.0,0,1,2,real
-47.38938184334041,-14.6687148712402,70.0,0,0,2,real
-42.962769766738596,-19.42245014095556,30.0,0,0,0,real
-47.81915170905744,-15.232594791811973,70.0,0,0,2,real
-42.89827474366302,-19.481441153992208,70.0,0,0,2,real
-46.32710916276349,-15.318336896090727,50.0,0,1,1,real
-39.60968822627717,-17.771181653379458,50.0,0,1,1,real
-40.8078476340315,-19.263740156934183,50.0,0,1,1,real
-41.95763982156353,-16.667958847781314,50.0,0,1,1,real
-42.11424580427878,-19.48509922730307,30.0,0,1,0,real
-39.68210564326448,-17.529345208670044,50.0,0,1,1,real
-42.01067605163286,-19.432973499142673,30.0,0,1,0,real
-41.89911344284198,-16.12883196508883,70.0,0,0,2,real
-47.62832431321098,-14.855430027021272,70.0,0,0,2,real
-42.96303828048451,-19.406282119059235,70.0,0,1,2,real
-47.75318255941647,-15.312228778747873,50.0,0,0,1,real
-43.73792744393373,-15.209232957929526,30.0,0,1,0,real
-41.856286585252775,-16.404452196645956,50.0,0,1,1,real
-47.819422086890754,-15.282035532924004,70.0,0,1,2,real
-45.469084658769845,-14.56371496477893,50.0,1,0,1,real
-42.9762559394972,-19.470696191613246,70.0,0,0,2,real
-41.81609872595466,-19.23241319424925,50.0,0,0,1,real
-46.04606724039418,-15.012739725353299,70.0,0,1,2,real
-47.77138752106268,-15.423310834489182,50.0,0,1,1,real
-46.3184220941295,-15.186684078376134,70.0,0,1,2,real
-42.87309895052376,-19.54854457728958,50.0,0,0,1,real
-40.93868131996188,-19.16544796446639,30.0,0,1,0,real
-43.66866712298008,-14.80616852054339,70.0,0,1,2,real
-43.50228836031991,-14.806241993607154,50.0,0,0,1,real
-41.967893990652684,-15.067683953451656,30.0,0,1,0,real
-42.34742277358184,-15.083313398799389,70.0,0,0,2,real
-46.19273083109063,-15.073585195955438,50.0,1,1,1,real
-46.45619393091775,-15.196384106459519,70.0,0,1,2,real
-47.87349772421373,-15.512984340770467,50.0,0,0,1,real
-47.84870903335671,-15.517431355401422,70.0,0,0,2,real
-47.842425752483,-15.89482887360322,70.0,0,1,2,real
-47.79746305597986,-14.683092468488733,50.0,1,1,1,real
-41.89290830385351,-16.401474465844558,70.0,0,1,2,real
-40.34743845696565,-18.974119167505876,30.0,0,0,0,real
-43.78904722723788,-14.805204578245984,70.0,0,0,2,real
-42.942600469225106,-19.41106540204502,30.0,0,0,0,real
-44.34647405825616,-15.268278247831445,50.0,0,1,1,real
-46.02121246360197,-14.903243772354486,70.0,0,0,2,real
-41.853977860935856,-16.02166063106582,50.0,0,0,1,real
-47.78632985307392,-15.273437134515508,50.0,1,1,1,real
-45.606524832534284,-14.617815353951839,50.0,0,0,1,real
-43.914000211520595,-14.834306555487109,70.0,0,0,2,real
-42.0448636878937,-16.794534808959614,50.0,1,1,1,real
-47.84948599118712,-15.489411371523257,50.0,0,1,1,real
-42.267800194218445,-16.62701417754853,30.0,0,0,0,real
-47.844396896898495,-15.513547673501941,50.0,0,1,1,real
-39.1991985077472,-18.13723034760843,50.0,1,1,1,real
-47.872543226425314,-15.555846409287476,50.0,0,0,1,real
-47.80402795622195,-15.18833360127066,50.0,0,1,1,real
-42.74889947448645,-16.26686785083863,70.0,1,1,2,real
-43.65205581829857,-15.729301246782015,30.0,0,1,0,real
-47.82860909441979,-15.433602345592154,50.0,0,0,1,real
-41.871685810531226,-16.405300743527455,50.0,0,0,1,real
-40.35665222083508,-19.005315114402052,50.0,1,1,1,real
-43.72204499318359,-14.860582924310835,50.0,0,0,1,real
-47.76402815930199,-15.331132313397347,50.0,0,0,1,real
-42.92623805590125,-19.54917478694549,70.0,0,0,2,real
-47.834962770220656,-15.446929791278059,70.0,0,0,2,real
-40.318662976097364,-18.439265097369667,50.0,0,1,1,real
-43.679100844986095,-14.702405779324854,50.0,0,0,1,real
-46.848898721407636,-15.492745967753619,30.0,0,0,0,real
-43.6084427501744,-14.820442791731365,70.0,0,1,2,real
-47.85072970660656,-15.475516221099161,50.0,0,0,1,real
-41.88990789180948,-15.615837877538326,30.0,0,1,0,real
-47.87491598050615,-15.846309245219059,50.0,0,1,1,real
-43.95070710849131,-14.848345799476515,50.0,0,1,1,real
-47.83975035594869,-14.159410842803599,50.0,0,1,1,real
-46.27817490298538,-14.964270912282744,70.0,1,0,2,real
-43.746480479790215,-14.765581735027,50.0,1,1,1,real
-42.85341413835023,-19.570347780040347,50.0,0,1,1,real
-41.94608786188997,-15.13195275128005,50.0,1,1,1,real
-47.852150451864,-15.51518007418631,30.0,0,0,0,real
-47.82009826355168,-16.214585526438253,70.0,0,1,2,real
-42.49668637053339,-17.029540050427975,50.0,0,1,1,real
-46.99243750591286,-15.485789421514514,70.0,0,1,2,real
-40.38321652480334,-19.07570184796323,50.0,0,1,1,real
-45.41966723180499,-19.054082464019604,70.0,0,0,2,real
-47.83784950022507,-13.877620923504153,50.0,0,1,1,real
-47.837325887768316,-15.455791888218739,30.0,0,1,0,real
-40.60608409547664,-19.297199283277948,50.0,0,0,1,real
-47.26061046242958,-16.003880299127054,70.0,1,0,2,real
-43.839355662501994,-14.97674290307138,70.0,0,0,2,real
-47.85088402131172,-15.684896539212902,70.0,0,1,2,real
-46.25869432993713,-15.002061291487951,50.0,0,0,1,real
-47.77394147670682,-15.403595182606795,30.0,0,1,0,real
-42.07823110556208,-14.983453658257726,70.0,0,0,2,real
-42.87007094296124,-19.518012708527746,30.0,1,1,0,real
-40.42221522934374,-19.37920564843532,50.0,0,1,1,real
-42.88404227285473,-19.551061294379885,50.0,0,1,1,real
-47.85469168098001,-14.003519607373676,70.0,0,1,2,real
-42.82039161503015,-19.600868403391694,50.0,1,1,1,real
-43.839266380539726,-14.949084974430974,70.0,0,0,2,real
-43.5415587479227,-14.83042690266383,70.0,0,1,2,real
-47.74028031499267,-14.094197398846621,70.0,0,0,2,real
-42.94142107856736,-19.44592916164617,70.0,0,1,2,real
-45.6440953309969,-14.731447893373447,70.0,0,1,2,real
-42.845100201274875,-19.589355324922074,50.0,0,0,1,real
-47.88348449869727,-15.70121403022954,70.0,0,0,2,real
-47.84361699709813,-15.516558926183974,70.0,0,1,2,real
-40.5607968338049,-19.03611934139166,30.0,0,1,0,real
-47.876553952276154,-15.250951031046402,50.0,0,0,1,real
-47.85893038334678,-15.966997195598752,50.0,0,0,1,real
-47.856484239966,-15.72924157816238,70.0,0,0,2,real
-41.91517977742786,-16.58118681021616,70.0,1,0,2,real
-42.15801920770369,-16.788404957153467,70.0,1,0,2,real
-40.286564069903925,-18.907461773254305,30.0,0,1,0,real
-45.837438958591406,-14.804360523466444,70.0,0,1,2,real
-47.69575199643762,-16.31811530107538,70.0,0,0,2,real
-39.896102059799595,-17.73949896568908,30.0,0,1,0,real
-41.646621397731714,-19.224414017362992,50.0,1,0,1,real
-47.830536098965936,-15.485405583773632,50.0,0,0,1,real
-40.403032302072475,-18.517032245746343,30.0,0,1,0,real
-47.850255126646914,-15.99884624604203,50.0,0,1,1,real
-42.95806366084728,-19.399725482186515,30.0,0,1,0,real
-40.431408086792395,-18.66844667560322,50.0,0,1,1,real
-47.82976050029121,-15.422694763834244,50.0,0,1,1,real
-42.719717814814814,-19.680593621934083,30.0,0,1,0,real
