dim_1,dim_2,speed,vehicle_type,direction,location,domain
40.009142415470194,-4.215616214233592,37.0,0,1,3,sim
-44.42267497346167,-19.019265197947277,26.0,1,0,4,sim
-39.75414998015684,-12.962201491910896,38.0,1,0,4,sim
6.335386522500713,-8.955541274986109,53.0,0,0,1,sim
32.22375418658807,3.5143947768146795,53.0,0,1,3,sim
-41.49311081054047,-23.059892097526337,31.0,1,0,3,sim
31.267160026744584,-17.587560641939927,83.0,0,0,5,sim
-10.685759714785833,20.486342674260996,32.0,1,1,3,sim
-41.68474113674871,-16.33526256484747,35.0,1,0,1,sim
-27.542337659329363,-12.364534480211745,74.0,1,0,0,sim
-12.942362699070074,19.861503977706583,49.0,1,1,3,sim
-19.47713341457746,6.982844332523159,77.0,1,1,0,sim
43.3637969330498,-4.282625213178583,88.0,0,1,5,sim
41.567581514979224,-11.983430168096344,49.0,0,1,2,sim
36.16676600905525,-6.656021608142667,31.0,0,1,4,sim
27.509800873539824,-16.035098367895472,80.0,0,0,5,sim
40.76447865572254,-8.131202336960238,41.0,0,1,2,sim
-40.445379429708595,-19.47789979378299,29.0,1,0,4,sim
-9.157950964017658,24.510322137776207,38.0,1,1,2,sim
-0.015689039613447142,-13.24844464683592,38.0,0,0,4,sim
22.656964651262808,-19.891631769646978,84.0,0,0,5,sim
43.82217173238068,-2.0738057326899213,33.0,0,1,2,sim
-5.406415973236309,21.59550796524303,72.0,1,1,5,sim
-13.30120122251846,15.268950639251537,32.0,1,1,4,sim
-26.38132519237305,-9.035481259709536,79.0,1,0,5,sim
-8.660436885819028,26.46927894208543,43.0,1,1,2,sim
-3.8033547307200726,25.34643943287493,66.0,1,1,5,sim
-9.837482824883844,4.414830300457071,104.0,1,1,0,sim
-24.606150702356334,-26.900071369667778,39.0,1,0,2,sim
-42.37988618889199,-19.570464761093675,35.0,1,0,4,sim
-30.219511248572285,-16.541421086370885,46.0,1,0,2,sim
34.634319441550275,-1.2669429169397164,31.0,0,1,1,sim
9.985182315650178,-13.215360013889619,62.0,0,0,0,sim
-26.31816978199815,-10.198150809465224,67.0,1,0,5,sim
27.82397121236576,-17.5262161654874,54.0,0,0,5,sim
-21.79201727267838,15.488516332488045,37.0,1,1,1,sim
46.52275188560883,-8.52209159664012,86.0,0,1,5,sim
-21.691345985792164,17.06225531122884,33.0,1,1,1,sim
-47.81028727072612,-18.422355082956976,37.0,1,0,3,sim
-45.934165306297345,-12.656908810718313,40.0,1,0,3,sim
26.512106050503732,-19.31056954901232,62.0,0,1,0,sim
27.546246857333404,1.1224160231423772,41.0,0,1,1,sim
31.9190736211208,-5.9299448788025355,50.0,0,1,3,sim
-16.93295254207247,1.638798155347697,87.0,1,1,0,sim
-31.78365833933547,-13.146181604450854,41.0,1,0,2,sim
-1.531011905461464,-19.975284906133794,47.0,0,0,1,sim
-11.240379840838164,16.286654089242873,30.0,1,1,1,sim
-7.3139104408449995,9.660511588274467,46.0,1,1,1,sim
2.4374955812321857,-11.390907824117656,48.0,0,0,1,sim
-6.527426618348533,29.05100375857468,30.0,1,1,2,sim
-35.39527545994228,-24.01446653680503,43.0,1,0,1,sim
-34.64614168360359,-22.146619199802345,53.0,1,0,1,sim
-39.64806683302753,-25.98679106756903,53.0,1,0,3,sim
-36.614942930561185,-24.80690503842449,46.0,1,0,3,sim
8.35893245124388,-12.331377407380266,43.0,0,0,2,sim
-3.5125379526672567,-17.879064430443616,46.0,0,0,3,sim
33.96242368116637,2.1817422914041646,43.0,0,1,4,sim
-32.086863541638564,-21.520359385904907,37.0,1,0,3,sim
-3.8050799423354236,24.951607867131948,68.0,1,1,5,sim
-1.9958591299493003,-16.399371503231237,49.0,0,0,1,sim
-8.033517743934741,20.888164794065403,38.0,1,1,3,sim
-11.989942155399085,23.03887838584179,40.0,1,1,3,sim
-13.611815551497925,13.790140476644263,28.0,1,1,4,sim
-15.957708778056336,3.6135251682444736,89.0,1,1,0,sim
21.279419024767815,-21.547629144618803,70.0,0,0,5,sim
-38.93678218514731,-19.39022849066656,31.0,1,0,4,sim
24.91937953029198,-20.272117490908247,71.0,0,1,0,sim
7.685839447642591,-16.92041785692924,80.0,0,0,0,sim
-38.56028084160208,-12.51421082481592,39.0,1,0,3,sim
9.850234647056704,-17.377242748233066,76.0,0,0,0,sim
1.0353734154497525,-13.25361127754811,30.0,0,0,4,sim
37.36469868830608,-2.256664807708195,43.0,0,1,1,sim
-9.607946415259626,15.901865095194912,33.0,1,1,4,sim
0.7255681645881851,-25.690752797743535,30.0,0,0,3,sim
-2.7619502807315315,19.431552928972856,39.0,1,1,2,sim
-6.640043234328664,16.85879245662599,37.0,1,1,4,sim
-41.18569231150569,-11.147015907295142,38.0,1,0,3,sim
-24.54044458273963,-29.499083794715446,44.0,1,0,2,sim
39.18665563216564,-15.614101867115304,39.0,0,1,2,sim
-22.354218243396108,15.249824846215636,39.0,1,1,1,sim
-28.454922921570823,-26.969461807178945,78.0,1,0,0,sim
-6.569205799113616,17.21567221059744,40.0,1,1,3,sim
21.32668447181238,-8.283087502570277,54.0,0,1,1,sim
-34.85169455016768,-26.467273802908785,50.0,1,0,3,sim
-5.177912154588851,24.374984204646168,60.0,1,1,5,sim
9.690908209655117,-14.805670527252245,57.0,0,0,0,sim
-7.4383310098789215,-15.044590439249653,31.0,0,0,4,sim
-22.87455485445215,-6.160413475028296,71.0,1,0,5,sim
40.698627923649056,-13.727073641268573,39.0,0,1,2,sim
-7.072453214836576,9.637136861274323,44.0,1,1,1,sim
7.568235179635318,-20.96973141767898,82.0,0,0,0,sim
-16.804279518911855,12.56148221772006,52.0,1,1,1,sim
-14.410845276767931,15.025416890308955,41.0,1,1,1,sim
1.7327155641976755,-9.014664891188904,50.0,0,0,3,sim
